1,MARCA/MODELO,COR/MILHAR,ANO,ART,DATA,RAI RECUPERAÇÃO,DATA,,,,,,,
9D44-NGT,JTA/ SUZUKU 125 YES,PRATA/3921,07/07,155,05/04,46691720,06/04/26,,,,,,,
2B72-OMJ,HONDA/CG 150 FAN,VERM/2272,13/13,155,03/04,,,,,,,,,
0F66-NWD,HONDA/CG 125 FAN,PRETA/ 0626,10/10,155,16/04,46912912,,,,,,,,
8B01-ONV,HONDA/CG 150 TITAN,PRETA/ 5939,14/14,155,23/03,46998724,28/04/26,,,,,,,
0516-NVS,HONDA/CG 150 TITAN MIX EX,VERM/ 0720,10/10,155,25/04,46990782,28/04/26,,,,,,,
6G67- JJP,HONDA/CG 125 TITAN KS,AZUL/4509,02/02,155,18/05,47275705,19/05/26,,,,,,,
9D58-RBP,HONDA/NXR 160 BROS ESD,VERME/0783,19/20,155,22/05,47373984,26/05/26,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3036-NGF,PEUGEOUT/ 206 SW14,PRATA/8915,07/07,155,19/05,47326990,23/05/26,,,,,,,
7F55-JHN,FORD/FIESTA FLEX,PRATA/5290,07/08,155,19/05,47331626,23/05/26,,,,,,,
